Year,Section,Content
2005,Event Summary,"""To me, defense is foremost. It's always been. The White Sox showed us this year pitching and defense wins to this day. I would certainly trade his (David Ortiz) World Series championship for this (2005) MVP trophy. That's the only reason I play baseball. It's what I'm consumed to do right now."" - New York Yankees Third Baseman Alex Rodriguez on ESPN.com (AP Wire, 11/14/2005)"
2005,Event Summary,Hitting Statistics League Leaderboard
2005,Event Summary,Pitching Statistics League Leaderboard
2005,Event Summary,Team Standings
2005,Event Summary,"OnMarch 31, 2003,Hideki Matsuiof theNew York Yankeesbroke into the Major Leagues. By the end of the 2005 regular season he had played in four-hundred eighty-seven (487)consecutive games from the start of his careerbreaking both the American and Major League record."
2005,Event Summary,"A few American League sluggers joined the three-home runs in a game club during 2005:Jonny Gomes(Tampa Bay | July 30, 2005),Kevin Mench(Texas | June 30, 2005),Alex Rodriguez(New York | April 26, 2005) andDmitri Young(Detroit | April 4, 2005). A special congratulations goes toYoungwho joined the ""club"" onOpening Day."
2005,Event Summary,"The2005 Texas Rangersmight have finished with a losing record, but they still managed to set new American League team records for most home runs by a team at home (153) and fewest sacrifice bunts in a complete season (9)."
2006,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
2006,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
2006,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
2006,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
2006,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
2006,Event Summary,"Pluto is a planet. Pluto is not a planet. Pluto is a ""dwarf planet""? In August 2006 the International Astronomical Union (IAU) voted to strip Pluto of its planetary status and relegate it to a new ""dwarf planet"" classification. The IAU decided that, to be called a planet, an object must have three traits: It must orbit the sun, be massive enough that its own gravity pulls it into a nearly round shape, and be dominant enough to clear away objects in its neighborhood. To be admitted to the dwarf planet category, an object must have only two of those traits - it must orbit the sun and have a nearly round shape (moons do not count). In addition to Pluto, Ceres and 2003 UB313, joined the list of dwarf planets."
2006,Event Summary,"The population of the United States officially passed the 300 million mark on Tuesday, October 17, 2006. While it took almost two centuries for the U.S. population to reach 200 million, it took just 40 years to add the last 100 million. The number of people living in America almost tripled in the 20th century, with most of that growth coming just since the 1960s. The United States is now the third most populous nation in the world, behind China and India."
2006,Event Summary,"Two of the richest men in the world also made major headlines in 2006. Microsoft revealed that cofounder, Chairman, and former CEO Bill Gates will be giving up his day-to-day duties at Microsoft. Gates is relinquishing his title of Chief Software Architect now, but will continue to be involved in the company's operations on a daily basis until July 2008. Berkshire Hathaway CEO Warren Buffett, the second richest man in the world, announced his plans to gradually give 85 percent of his wealth to five foundations. The vast majority will go to the Bill and Melinda Gates Foundation, run by Microsoft chairman - and the world's richest man - Bill Gates and his wife, Melinda. The foundation, which has about $30 billion in assets, focuses on world health as well as improving U.S. libraries and schools. Buffett's contribution would double the foundation's current assets."
2006,Event Summary,"Roberto Clemente. Thurman Munson. Davey Allison. Rocky Marciano. Knute Rockne. Payne Stewart. Fourteen members of the 1980 U.S. amateur boxing team. A handful of names among the forty plus athletes and teams that have been killed in plane crashes since 1925. And now Cory Lidle. In Manhattan's Upper East Side on Wednesday, October 11th, a Cirrus SR20, struck the 30th and 31st floor of a high-rise building taking the life of the pitcher and Tyler Stanger, his flight-instructor."
2006,Event Summary,"121 runs batted in (4th), 113 runs scored (5th), 35 home runs smashed (7th), a .392 on base percentage (9th), and the reigning American League Most Valuable Player Alex Rodriguez was booed by his home town fans nearly each time he made an out in 2006. Every strikeout, error, ground out took on an odd life of its own in Yankee Stadium this season and had Ted Williams and Mickey Mantle been alive, they would have welcomed him to one of the most unusual clubs in either league."
2006,Event Summary,"The New York Yankees (East), Minnesota Twins (Central), Oakland Athletics (West) and Detroit Tigers (Wildcard) rose to the top in the junior circuit during the 2006 regular season. No American League team won more than a hundred games, but the Tampa Bay Devil Rays & Kansas City Royals did lose a hundred."
2006,Event Summary,"Two American League players, Jose Canseco (1988) & Alex Rodriguez (1998), get company as Alfonso Soriano joins Barry Bonds (1996) on the National League side of the 40/40 Club - players who have hit at least forty home runs and stolen at least forty bases during the same season. Just to keep it interesting, Soriano added a third 40 to the list as he finished with forty doubles creating a 40/40/40 Club of his own."
2006,Event Summary,"On September 24th, San Diego Padres closer extraordinaire Trevor Hoffman surpassed former St. Louis Cardinals great Lee Smith's record of four-hundred seventy-eight career saves then continued pushing the Major League record to four-hundred eighty-two regular-season saves (and counting). Hoffman's game jersey, the game ball, and his cleats were all donated to the National Baseball Hall of Fame and placed on display. Hoffman said, ""It was overwhelming. It's become a very humbling experience. It's been fantastic up to this point. It's hard to put into words to explain what it feels like. It's more than one person deserves."""
2006,Event Summary,"The New York Mets (East), St. Louis Cardinals (Central), San Diego Padres (West) and Los Angeles Dodgers (Wildcard) rose to the top in the senior circuit during the 2006 regular season. No National League team won or loss more than a hundred games during the season and a tight wild card race between as many as ten teams at some points kept the race unpredictably hot throughout most of September."
